student_id,exam_date,subject,marks
373,2020-05,Physics,43
374,2020-08,Chemistry,43
375,2022-01,Computers,43
376,2020-08,Maths,43
377,2020-09,Maths,43
378,2020-08,Chemistry,43
379,2022-09,Computers,43
380,2021-11,Computers,43
381,2020-04,Computers,43
382,2021-12,Accounts,43
383,2021-08,Computers,43
384,2020-03,Computers,43
385,2020-12,Physics,43
386,2020-02,Chemistry,43
387,2020-01,Computers,43
388,2020-08,Accounts,43
389,2020-01,Physics,43
390,2021-07,Maths,43
391,2022-06,Physics,43
392,2021-09,Physics,43
393,2021-12,Computers,43
394,2021-02,Maths,43
395,2020-04,Computers,43
396,2021-11,English,43
397,2022-03,English,43
398,2020-12,Maths,43
399,2022-03,Computers,43
400,2021-10,Maths,43
401,2020-02,Chemistry,44
402,2020-02,Computers,44
403,2022-10,Accounts,44
404,2022-04,Accounts,44
405,2021-02,Accounts,44
406,2020-06,Chemistry,44
407,2021-11,Physics,44
408,2020-06,Physics,44
409,2021-01,Accounts,44
410,2021-02,Computers,44
411,2020-12,Chemistry,44
412,2021-09,Chemistry,44
413,2020-05,Maths,44
414,2022-08,Physics,44
415,2022-06,Computers,44
416,2022-02,Accounts,44
417,2020-05,Maths,44
418,2022-08,Computers,44
419,2021-08,English,44
420,2022-12,Accounts,44
421,2021-07,Maths,44
422,2020-03,Accounts,44
423,2020-06,Accounts,44
424,2022-10,Chemistry,44
425,2021-07,Maths,44
426,2022-07,Maths,44
427,2020-05,English,44
428,2021-06,Computers,44
429,2021-08,Chemistry,44
430,2022-10,Computers,44
431,2021-02,Physics,44
432,2022-01,Accounts,44
433,2022-03,Physics,44
434,2022-10,Accounts,44
435,2022-03,Computers,44
436,2022-09,Chemistry,44
437,2022-12,Maths,44
438,2020-01,Physics,44
439,2021-09,Computers,44
440,2022-11,Accounts,44
441,2020-07,Chemistry,44
442,2020-01,Computers,44
443,2022-03,English,44
444,2021-08,Physics,44
445,2021-06,Chemistry,44
446,2020-01,Computers,44
447,2022-05,Maths,44
448,2020-11,Computers,44
449,2022-09,Maths,44
450,2020-07,Physics,44
451,2020-02,English,44
452,2022-07,Chemistry,44
453,2022-01,Accounts,44
454,2020-10,Chemistry,44
455,2020-12,Physics,44
456,2020-01,English,44
457,2021-02,Accounts,44
458,2022-10,English,44
459,2022-12,Computers,44
460,2020-04,Computers,44
461,2022-12,Physics,44
462,2022-04,Chemistry,44
463,2021-05,English,44
464,2021-03,Computers,44
465,2021-04,Accounts,44
466,2022-05,Chemistry,44
467,2020-08,Chemistry,44
468,2020-03,English,44
469,2020-12,Accounts,44
470,2022-07,Accounts,44
471,2022-01,Physics,44
472,2021-07,English,44
473,2022-09,English,44
474,2021-07,Maths,44
475,2021-11,Accounts,44
476,2021-02,Maths,44
477,2020-05,Computers,44
478,2020-06,Computers,44
479,2021-08,Chemistry,44
480,2022-05,Chemistry,44
481,2020-04,Computers,44
482,2020-08,Computers,44
483,2020-11,Accounts,44
484,2020-05,Accounts,44
485,2022-07,English,44
486,2022-09,Accounts,44
487,2020-04,Accounts,44
488,2020-01,Maths,44
489,2021-10,English,44
490,2021-09,English,44
491,2021-02,English,44
492,2020-04,Physics,44
493,2021-01,Accounts,44
494,2020-05,English,44
495,2021-05,Computers,44
496,2020-10,Physics,44
497,2021-05,Chemistry,44
498,2022-07,Computers,44
499,2020-01,Accounts,44
500,2022-09,English,44
1,2022-08,Physics,45
2,2021-01,Maths,45
3,2021-10,English,45
4,2021-10,Computers,45
5,2022-05,Maths,45
6,2021-09,Chemistry,45
7,2022-08,Chemistry,45
8,2021-12,Maths,45
9,2022-08,English,45
10,2021-05,Accounts,45
11,2021-11,English,45
12,2022-11,Accounts,45
13,2022-08,Computers,45
14,2022-12,English,45
15,2022-03,Chemistry,45
16,2022-11,Computers,45
17,2021-12,Chemistry,45
18,2021-01,Maths,45
19,2022-09,Physics,45
20,2022-01,Maths,45
21,2021-09,Chemistry,45
22,2020-12,Physics,45
23,2021-12,English,45
24,2021-01,Accounts,45
25,2021-07,Computers,45
26,2021-02,Chemistry,45
27,2021-10,English,45
28,2021-04,Maths,45
29,2021-12,Computers,45
30,2021-12,Physics,45
31,2022-10,Accounts,45
32,2021-05,Maths,45
33,2022-03,Accounts,45
34,2020-05,Chemistry,45
35,2020-10,Computers,45
36,2021-06,Maths,45
37,2022-11,Computers,45
38,2022-03,Accounts,45
39,2020-06,Maths,45
40,2021-07,Chemistry,45
41,2020-02,Accounts,45
42,2022-02,Computers,45
43,2021-12,Computers,45
44,2021-11,Chemistry,45
45,2021-02,English,45
46,2020-03,Physics,45
47,2022-04,Maths,45
48,2020-02,English,45
49,2020-07,Physics,45
50,2022-09,Physics,45
51,2021-12,Chemistry,45
52,2020-07,Chemistry,45
53,2022-01,English,45
54,2022-11,Maths,45
55,2022-07,English,45
56,2020-11,Computers,45
57,2022-05,Computers,45
58,2022-10,Maths,45
59,2020-05,Accounts,45
60,2020-08,Maths,45
61,2022-10,Computers,45
62,2022-09,English,45
63,2022-10,Computers,45
64,2022-02,Physics,45
65,2021-03,English,45
66,2020-05,English,45
67,2022-03,Accounts,45
68,2020-03,Computers,45
69,2022-05,Physics,45
70,2020-10,Physics,45
71,2021-12,Computers,45
72,2020-03,Maths,45
73,2022-04,Accounts,45
74,2020-02,Computers,45
75,2022-07,Maths,45
76,2022-11,Chemistry,45
77,2020-12,Physics,45
78,2022-12,Chemistry,45
79,2021-10,Physics,45
80,2020-03,Chemistry,45
81,2020-10,Physics,45
82,2020-08,Physics,45
83,2022-03,Physics,45
84,2021-08,Chemistry,45
85,2022-10,English,45
86,2020-09,Computers,45
87,2020-11,Accounts,45
88,2021-10,Maths,45
89,2020-09,Physics,45
90,2020-11,English,45
91,2021-11,Computers,45
92,2020-12,Maths,45
93,2022-12,Computers,45
94,2022-09,English,45
95,2022-11,Physics,45
96,2020-08,Accounts,45
97,2021-09,Computers,45
98,2020-12,Physics,45
99,2022-09,Chemistry,45
100,2020-08,Maths,45
101,2022-06,Computers,46
102,2022-03,Accounts,46
103,2020-02,Maths,46
104,2021-09,Maths,46
105,2022-05,Computers,46
106,2020-04,Accounts,46
107,2021-12,Chemistry,46
108,2022-12,Maths,46
109,2021-10,Chemistry,46
110,2021-03,Accounts,46
111,2021-05,Physics,46
112,2021-04,Accounts,46
113,2021-03,Accounts,46
114,2021-12,Physics,46
115,2021-08,Chemistry,46
116,2022-01,Accounts,46
117,2020-12,Computers,46
118,2022-01,English,46
119,2021-12,Maths,46
120,2022-10,Maths,46
121,2021-05,Physics,46
122,2021-07,Chemistry,46
123,2021-01,Maths,46
124,2021-04,Computers,46
125,2020-07,Maths,46
126,2022-07,Maths,46
127,2021-05,Computers,46
128,2021-12,Accounts,46
129,2022-11,Physics,46
130,2020-09,Accounts,46
131,2020-01,Physics,46
132,2021-01,Accounts,46
133,2020-12,Accounts,46
134,2020-06,Accounts,46
135,2022-11,Accounts,46
136,2022-08,English,46
137,2020-04,Chemistry,46
138,2020-03,Maths,46
139,2020-02,English,46
140,2020-08,Accounts,46
141,2021-04,Computers,46
142,2022-10,Computers,46
143,2022-06,Physics,46
144,2020-02,Chemistry,46
145,2020-09,Physics,46
146,2020-11,Accounts,46
147,2021-04,Computers,46
148,2020-05,Accounts,46
149,2022-11,Computers,46
150,2021-01,Physics,46
151,2021-05,English,46
152,2020-05,Chemistry,46
153,2022-09,English,46
154,2020-07,English,46
155,2022-05,Chemistry,46
156,2020-04,Maths,46
157,2020-09,Computers,46
158,2022-05,Physics,46
159,2020-06,Computers,46
160,2022-02,Computers,46
161,2021-04,Maths,46
162,2020-04,Physics,46
163,2020-09,Maths,46
164,2022-07,Maths,46
165,2020-12,English,46
166,2020-11,Computers,46
167,2022-06,English,46
168,2020-01,Maths,46
169,2020-01,Physics,46
170,2020-09,Physics,46
171,2021-11,Computers,46
172,2021-03,Maths,46
173,2021-12,English,46
174,2020-12,Physics,46
175,2022-02,Accounts,46
176,2020-12,Maths,46
177,2020-08,Chemistry,46
178,2020-04,Accounts,46
179,2022-01,Physics,46
180,2021-01,Chemistry,46
181,2020-04,Maths,46
182,2020-09,Chemistry,46
183,2022-06,Chemistry,46
184,2021-03,English,46
185,2020-09,Maths,46
186,2021-10,Physics,46
187,2021-02,Computers,46
188,2020-02,Chemistry,46
189,2021-08,Accounts,46
190,2022-09,English,46
191,2021-04,Accounts,46
192,2022-11,Physics,46
193,2020-01,Maths,46
194,2022-01,English,46
195,2021-12,Accounts,46
196,2022-05,Maths,46
197,2020-11,Computers,46
198,2021-02,Maths,46
199,2022-10,Accounts,46
200,2020-11,Accounts,46
201,2021-05,Physics,47
202,2022-08,Maths,47
203,2021-10,English,47
204,2021-02,Accounts,47
205,2022-03,Physics,47
206,2020-01,Physics,47
207,2021-12,English,47
208,2022-12,Chemistry,47
209,2020-12,Computers,47
210,2020-02,English,47
211,2021-11,Computers,47
212,2020-11,Physics,47
213,2022-05,Computers,47
214,2021-07,Accounts,47
215,2021-11,Maths,47
216,2020-11,English,47
217,2022-09,English,47
218,2020-11,Accounts,47
219,2022-06,English,47
220,2020-06,Chemistry,47
221,2020-08,Chemistry,47
222,2021-07,English,47
223,2022-07,Accounts,47
224,2020-10,Accounts,47
225,2022-03,Physics,47
226,2020-04,Chemistry,47
227,2022-06,Accounts,47
228,2022-06,Accounts,47
229,2020-08,Maths,47
230,2021-11,Physics,47
231,2020-03,English,47
232,2020-07,Chemistry,47
233,2022-02,Chemistry,47
234,2022-09,Physics,47
235,2020-12,Chemistry,47
236,2021-07,Accounts,47
237,2021-10,Physics,47
238,2022-02,Accounts,47
239,2020-10,Maths,47
240,2020-11,Physics,47
241,2020-10,Chemistry,47
242,2022-05,Computers,47
243,2022-05,Maths,47
244,2021-08,Physics,47
245,2022-10,Accounts,47
246,2022-02,Maths,47
247,2022-04,Physics,47
248,2021-12,Computers,47
249,2021-09,Maths,47
250,2021-09,Chemistry,47
251,2021-06,English,47
252,2021-10,Accounts,47
253,2020-05,Maths,47
254,2022-09,Physics,47
255,2021-04,Computers,47
256,2022-04,Maths,47
257,2020-10,Chemistry,47
258,2021-08,Accounts,47
259,2022-07,Chemistry,47
260,2020-11,English,47
261,2021-09,Maths,47
262,2022-07,Chemistry,47
263,2021-10,Physics,47
264,2020-09,Chemistry,47
265,2022-05,Chemistry,47
266,2020-06,Chemistry,47
267,2022-07,Maths,47
268,2020-07,Chemistry,47
269,2022-11,Computers,47
270,2020-06,Maths,47
271,2021-07,Maths,47
272,2020-07,Physics,47
273,2020-08,Chemistry,47
274,2022-09,Maths,47
275,2021-09,Computers,47
276,2021-01,Accounts,47
277,2021-07,Computers,47
278,2020-11,Physics,47
279,2020-01,Computers,47
280,2022-02,Maths,47
281,2021-11,Chemistry,47
282,2021-04,Maths,47
283,2022-02,Physics,47
284,2021-12,Accounts,47
285,2021-06,Accounts,47
286,2022-05,Computers,47
287,2021-12,Computers,47
288,2022-09,Computers,47
289,2021-08,Physics,47
290,2020-06,Computers,47
291,2021-12,English,47
292,2020-10,Chemistry,47
293,2022-10,English,47
294,2021-01,Physics,47
295,2021-02,Chemistry,47
296,2021-12,Physics,47
297,2020-06,Chemistry,47
298,2021-11,Computers,47
299,2021-03,Accounts,47
300,2022-08,Computers,47
301,2022-10,English,48
302,2020-12,Accounts,48
303,2020-04,Accounts,48
304,2020-10,Maths,48
305,2022-12,Computers,48
306,2022-08,English,48
307,2020-06,Maths,48
308,2021-05,English,48
309,2020-10,English,48
310,2021-06,Accounts,48
311,2021-11,Accounts,48
312,2021-08,Accounts,48
313,2022-12,Physics,48
314,2022-06,Maths,48
315,2021-04,Maths,48
316,2021-08,Chemistry,48
317,2021-06,Physics,48
318,2022-06,Physics,48
319,2021-04,Physics,48
320,2021-02,Accounts,48
321,2020-04,Computers,48
322,2022-02,English,48
323,2022-06,Accounts,48
324,2021-03,Accounts,48
325,2022-05,Computers,48
326,2020-11,Accounts,48
327,2021-02,Accounts,48
328,2020-08,Maths,48
329,2020-06,Computers,48
330,2022-12,Computers,48
331,2021-03,Chemistry,48
332,2022-11,Accounts,48
333,2022-05,Accounts,48
334,2022-09,Physics,48
335,2022-04,English,48
336,2021-06,Chemistry,48
337,2020-08,Chemistry,48
338,2020-10,Physics,48
339,2021-12,Physics,48
340,2022-03,Maths,48
341,2020-12,Physics,48
342,2021-06,Computers,48
343,2022-02,Maths,48
344,2020-09,English,48
345,2021-12,Accounts,48
346,2020-03,Computers,48
347,2020-11,Accounts,48
348,2020-01,Computers,48
349,2021-01,Chemistry,48
350,2022-08,Accounts,48
351,2021-11,Accounts,48
352,2020-03,Computers,48
353,2021-05,Chemistry,48
354,2020-07,Chemistry,48
355,2022-09,Computers,48
356,2020-12,Maths,48
357,2022-03,Accounts,48
358,2021-04,Physics,48
359,2020-10,Accounts,48
360,2021-04,English,48
361,2020-03,Computers,48
362,2020-12,Computers,48
363,2020-02,Computers,48
364,2020-08,Maths,48
365,2021-01,Computers,48
366,2020-08,Accounts,48
367,2021-11,Accounts,48
368,2021-06,Accounts,48
369,2022-11,English,48
370,2022-01,Maths,48
371,2022-03,Accounts,48
372,2022-05,Physics,48
373,2021-01,Maths,48
374,2021-12,Computers,48
375,2022-05,Computers,48
376,2021-08,Chemistry,48
377,2020-04,Computers,48
378,2020-08,Accounts,48
379,2021-11,Physics,48
380,2021-06,Maths,48
381,2021-06,Accounts,48
382,2022-03,Physics,48
383,2022-09,Accounts,48
384,2021-05,Chemistry,48
385,2021-02,Accounts,48
386,2020-03,Computers,48
387,2021-02,Maths,48
388,2022-05,Physics,48
389,2020-06,Maths,48
390,2022-12,Maths,48
391,2022-12,Computers,48
392,2020-09,Maths,48
393,2021-04,Maths,48
394,2020-12,Computers,48
395,2022-01,Computers,48
396,2022-08,English,48
397,2022-09,Computers,48
398,2022-02,Physics,48
399,2022-07,Computers,48
400,2022-10,Chemistry,48
401,2020-03,Accounts,49
402,2021-01,Chemistry,49
403,2021-08,Maths,49
404,2021-10,Computers,49
405,2020-07,English,49
406,2021-04,Computers,49
407,2021-01,Chemistry,49
408,2022-04,Physics,49
409,2020-02,Chemistry,49
410,2020-12,Physics,49
411,2022-10,English,49
412,2020-05,English,49
413,2022-06,English,49
414,2020-10,Chemistry,49
415,2022-11,Chemistry,49
416,2021-03,Maths,49
417,2022-04,Physics,49
418,2021-06,Computers,49
419,2020-11,Accounts,49
420,2022-03,Maths,49
421,2022-06,Maths,49
422,2021-10,Chemistry,49
423,2020-07,Chemistry,49
424,2022-01,Maths,49
425,2020-07,English,49
426,2020-11,Accounts,49
427,2022-10,Chemistry,49
428,2020-08,Accounts,49
429,2020-11,Chemistry,49
430,2020-05,Computers,49
431,2022-04,Physics,49
432,2020-03,Chemistry,49
433,2022-03,Chemistry,49
434,2020-07,English,49
435,2021-06,Chemistry,49
436,2021-08,Computers,49
437,2022-02,Accounts,49
438,2022-06,Maths,49
439,2021-10,Maths,49
440,2022-04,Maths,49
441,2022-01,English,49
442,2022-09,Physics,49
443,2021-12,Physics,49
444,2021-01,Computers,49
445,2020-06,Physics,49
446,2020-03,Maths,49
447,2022-03,Physics,49
448,2020-03,Computers,49
449,2021-02,Computers,49
450,2022-03,Accounts,49
451,2021-08,Computers,49
452,2020-12,Physics,49
453,2020-10,Accounts,49
454,2020-09,Accounts,49
455,2020-05,Computers,49
456,2022-06,Computers,49
457,2021-08,Maths,49
458,2021-09,Physics,49
459,2022-02,Computers,49
460,2022-04,Maths,49
461,2021-04,Maths,49
462,2021-02,Accounts,49
463,2022-09,Maths,49
464,2020-04,Physics,49
465,2022-11,Physics,49
466,2020-08,English,49
467,2021-12,Accounts,49
468,2021-02,Physics,49
469,2020-03,Physics,49
470,2022-11,English,49
471,2020-11,Computers,49
472,2022-02,Maths,49
473,2020-12,Computers,49
474,2022-02,Chemistry,49
475,2022-05,Chemistry,49
476,2020-06,Computers,49
477,2022-03,Accounts,49
478,2022-05,Maths,49
479,2020-01,Accounts,49
480,2020-10,Accounts,49
481,2021-12,Maths,49
482,2021-04,Accounts,49
483,2021-12,Computers,49
484,2022-11,English,49
485,2021-10,English,49
486,2021-01,English,49
487,2022-12,Chemistry,49
488,2020-07,Physics,49
489,2020-03,Accounts,49
490,2021-06,Accounts,49
491,2020-09,Accounts,49
492,2020-07,Accounts,49
493,2022-04,Computers,49
494,2021-08,Maths,49
495,2021-05,Physics,49
496,2022-12,Physics,49
497,2021-08,Computers,49
498,2021-07,Computers,49
499,2021-10,English,49
500,2021-10,Physics,49
1,2022-10,English,41
2,2022-08,Accounts,77
3,2022-03,Computers,69
4,2020-07,Computers,47
5,2020-12,English,45
6,2022-07,Accounts,53
7,2022-08,Physics,44
8,2020-01,Computers,75
9,2021-04,Computers,56
10,2020-01,English,95
11,2020-07,Physics,94
12,2022-09,Accounts,49
13,2022-01,Accounts,95
14,2021-09,Computers,46
15,2022-01,Accounts,64
16,2020-01,Accounts,68
17,2020-03,Physics,76
18,2022-12,Chemistry,45
19,2020-06,Chemistry,92
20,2022-09,Maths,80
21,2020-02,Chemistry,63
22,2022-08,English,65
23,2022-11,Maths,55
24,2020-01,Accounts,45
25,2020-10,Accounts,73
26,2021-06,Chemistry,66
27,2020-08,Chemistry,59
28,2022-11,Computers,77
29,2022-04,Accounts,41
30,2021-06,Accounts,89
31,2020-08,Chemistry,78
32,2021-07,Computers,68
33,2020-10,Maths,95
34,2021-09,Accounts,68
35,2022-11,English,49
36,2021-02,Maths,73
37,2022-11,Chemistry,74
38,2020-07,Maths,80
39,2020-08,Maths,89
40,2020-10,Computers,65
41,2022-03,Computers,74
42,2022-04,Computers,84
43,2021-08,Accounts,56
44,2022-11,English,85
45,2022-01,English,44
46,2022-12,English,59
47,2021-03,Physics,59
48,2022-06,Maths,82
49,2022-05,English,63
50,2020-04,Chemistry,61
51,2020-10,Chemistry,42
52,2022-06,Accounts,73
53,2022-09,Chemistry,68
54,2021-09,Computers,64
55,2022-10,Computers,93
56,2021-01,Maths,95
57,2022-02,Computers,64
58,2022-08,Chemistry,57
59,2020-05,Physics,95
60,2020-10,Chemistry,69
61,2021-12,English,78
62,2022-01,Maths,83
63,2020-02,Maths,45
64,2020-05,English,83
65,2021-10,Maths,58
66,2021-09,Computers,94
67,2021-01,Maths,87
68,2020-11,Accounts,49
69,2020-07,Physics,59
70,2022-10,Accounts,55
71,2021-07,Computers,70
72,2020-05,Chemistry,42
73,2020-01,Accounts,86
74,2020-06,Chemistry,82
75,2020-10,Computers,51
76,2020-04,Chemistry,71
77,2022-11,Accounts,40
78,2020-06,Chemistry,96
79,2020-02,Chemistry,80
80,2022-01,Physics,47
81,2021-04,English,56
82,2020-01,English,77
83,2021-08,Accounts,85
84,2022-10,Chemistry,56
85,2022-11,Accounts,79
86,2022-03,Chemistry,99
87,2020-07,English,58
88,2022-05,Maths,93
89,2020-07,Computers,82
90,2021-10,Accounts,97
91,2021-08,Chemistry,80
92,2022-11,Physics,56
93,2020-05,Computers,52
94,2021-01,Accounts,71
95,2020-08,Computers,40
96,2021-09,Computers,96
97,2020-02,Maths,68
98,2022-10,Maths,61
99,2020-12,Maths,63
100,2020-07,English,46
101,2020-12,Physics,53
102,2022-05,Chemistry,62
103,2022-12,Chemistry,96
104,2022-10,Maths,68
105,2021-07,Chemistry,54
106,2022-12,Maths,79
107,2021-10,Chemistry,83
108,2021-12,Computers,43
109,2022-09,Accounts,43
110,2022-06,English,84
111,2020-05,Computers,61
112,2020-03,Accounts,44
113,2021-12,Physics,78
114,2021-08,Accounts,87
115,2021-12,Accounts,45
116,2020-09,Physics,95
117,2022-12,Accounts,97
118,2020-03,Chemistry,95
119,2020-12,Physics,61
120,2022-10,Accounts,90
121,2022-06,Accounts,84
122,2020-12,Computers,71
123,2021-03,Physics,84
124,2020-04,Physics,98
125,2020-01,Chemistry,51
126,2021-04,Computers,89
127,2022-02,English,53
128,2021-02,Physics,48
129,2021-07,Computers,89
130,2020-06,English,76
131,2021-07,Computers,74
132,2020-03,Physics,69
133,2021-11,Accounts,98
134,2020-02,Maths,91
135,2020-11,Chemistry,74
136,2020-06,English,64
137,2020-04,Maths,82
138,2021-10,English,79
139,2020-04,Chemistry,51
140,2021-10,Chemistry,61
141,2022-01,Physics,91
142,2020-10,Physics,97
143,2020-07,Accounts,80
144,2020-09,Physics,89
145,2021-12,Accounts,47
146,2022-05,Chemistry,65
147,2021-09,Chemistry,94
148,2022-09,Computers,84
149,2020-03,Physics,70
150,2021-11,Chemistry,80
151,2022-07,Accounts,97
152,2020-08,Physics,81
153,2022-04,Accounts,75
154,2022-09,Chemistry,96
155,2021-02,Chemistry,81
156,2022-05,Accounts,97
157,2022-08,Chemistry,71
158,2021-12,Chemistry,70
159,2022-12,English,59
160,2022-01,Accounts,89
161,2020-05,English,53
162,2021-04,Computers,83
163,2020-12,Chemistry,72
164,2020-07,English,95
165,2021-05,Computers,63
166,2022-05,Chemistry,67
167,2020-06,Accounts,77
168,2020-02,Computers,92
169,2020-12,Chemistry,57
170,2020-10,Accounts,44
171,2021-05,English,94
172,2022-05,Maths,49
173,2022-12,Computers,93
174,2022-03,Physics,74
175,2021-06,Chemistry,96
176,2020-05,Computers,40
177,2022-09,Accounts,52
178,2020-05,Physics,47
179,2022-10,Maths,80
180,2020-02,Physics,93
181,2020-04,Computers,89
182,2021-10,Physics,44
183,2021-05,English,44
184,2021-09,English,98
185,2022-10,Maths,49
186,2022-11,Computers,68
187,2020-12,Physics,66
188,2021-02,English,75
189,2020-10,English,45
190,2020-02,Physics,81
191,2020-07,English,44
192,2021-08,Maths,46
193,2021-06,English,52
194,2022-12,Accounts,84
195,2021-11,Computers,75
196,2021-12,Physics,56
197,2021-12,Maths,49
198,2022-10,Physics,49
199,2021-02,Chemistry,56
200,2022-07,Accounts,72
201,2020-07,Chemistry,43
202,2022-05,Accounts,72
203,2020-08,Chemistry,85
204,2022-10,English,52
205,2020-05,Maths,96
206,2022-04,English,44
207,2020-05,English,50
208,2021-01,Maths,86
209,2022-03,Physics,73
210,2021-09,English,53
211,2022-05,Maths,98
212,2022-04,Maths,58
213,2022-12,Computers,98
214,2020-05,Physics,91
215,2022-05,Accounts,76
216,2022-01,Physics,68
217,2020-04,Physics,75
218,2022-08,Physics,81
219,2022-12,Computers,46
220,2021-01,Accounts,49
221,2022-01,Physics,58
222,2022-05,Physics,89
223,2022-04,Chemistry,47
224,2021-08,Computers,91
225,2020-11,Accounts,60
226,2021-07,Maths,62
227,2020-05,Physics,99
228,2021-07,Physics,57
229,2021-02,Accounts,53
230,2022-10,Chemistry,40
231,2021-03,Accounts,53
232,2022-03,Maths,79
233,2020-08,Physics,49
234,2022-12,Maths,55
235,2020-08,Chemistry,46
236,2021-03,Chemistry,91
237,2022-08,Physics,76
238,2020-11,Physics,85
239,2021-03,Physics,78
240,2022-08,Physics,45
241,2021-09,English,51
242,2020-08,Maths,95
243,2022-02,Chemistry,85
244,2020-06,Chemistry,99
245,2022-03,Accounts,91
246,2020-08,English,54
247,2021-04,English,65
248,2021-06,English,49
249,2020-02,Computers,48
250,2022-09,Accounts,61
251,2021-10,Accounts,50
252,2022-01,Chemistry,40
253,2020-01,Accounts,77
254,2022-04,Accounts,51
255,2020-12,Computers,58
256,2021-11,Accounts,68
257,2021-10,Chemistry,89
258,2020-09,Physics,80
259,2020-06,Computers,55
260,2020-06,Computers,60
261,2020-04,Computers,76
262,2022-07,Chemistry,45
263,2022-05,Physics,50
264,2022-02,Computers,70
265,2021-04,Accounts,99
266,2020-11,English,46
267,2022-09,Maths,41
268,2020-06,Accounts,43
269,2022-06,English,57
270,2022-11,Chemistry,97
271,2022-05,Maths,43
272,2022-09,English,89
273,2020-06,Chemistry,78
274,2022-02,Chemistry,97
275,2021-07,English,88
276,2020-10,English,93
277,2020-08,Computers,61
278,2022-06,Computers,82
279,2020-12,Computers,84
280,2021-06,Maths,88
281,2022-03,Chemistry,88
282,2020-06,Chemistry,63
283,2022-11,Chemistry,47
284,2021-05,Physics,73
285,2022-01,Computers,52
286,2022-01,Chemistry,95
287,2022-07,Accounts,73
288,2021-09,Maths,87
289,2021-10,Computers,64
290,2022-07,Physics,81
291,2021-04,Accounts,98
292,2022-02,Computers,52
293,2022-02,Accounts,98
294,2022-07,English,42
295,2021-01,English,81
296,2020-08,English,60
297,2022-12,Accounts,56
298,2022-08,Maths,66
299,2022-10,Physics,84
300,2021-07,English,94
301,2021-08,Maths,85
302,2020-03,Chemistry,60
303,2020-11,Maths,89
304,2022-09,Chemistry,76
305,2022-04,Chemistry,76
306,2022-07,Maths,97
307,2022-02,Maths,93
308,2020-01,Accounts,64
309,2021-03,Physics,57
310,2022-01,Computers,72
311,2022-08,English,69
312,2020-08,Accounts,80
313,2020-12,Accounts,75
314,2020-06,Chemistry,64
315,2021-01,Maths,66
316,2021-10,English,69
317,2022-04,Accounts,43
318,2022-05,Computers,45
319,2020-12,Accounts,72
320,2022-06,Chemistry,78
321,2022-05,English,82
322,2021-05,Physics,69
323,2022-10,Computers,81
324,2022-11,Physics,69
325,2020-06,Computers,40
326,2022-02,Maths,81
327,2022-03,Physics,65
328,2022-01,Accounts,57
329,2021-05,English,86
330,2022-07,Computers,63
331,2020-01,Physics,91
332,2020-09,English,88
333,2021-02,Chemistry,97
334,2022-08,English,79
335,2020-06,English,89
336,2020-10,Computers,65
337,2020-12,Chemistry,90
338,2022-04,Maths,92
339,2022-02,Computers,48
340,2020-03,Maths,75
341,2020-03,Computers,79
342,2021-03,Physics,49
343,2022-06,Computers,58
344,2020-12,English,67
345,2022-02,Physics,73
346,2022-01,Physics,62
347,2020-08,Computers,41
348,2021-03,Maths,83
349,2020-08,English,68
350,2020-04,Computers,95
351,2021-02,Chemistry,79
352,2020-07,Physics,44
353,2022-11,Physics,49
354,2022-01,Maths,98
355,2022-07,Physics,46
356,2021-12,Chemistry,66
357,2022-09,Computers,93
358,2022-12,Physics,74
359,2021-07,Accounts,78
360,2020-03,English,53
361,2021-12,Maths,68
362,2020-07,Accounts,81
363,2021-12,Accounts,84
364,2020-11,Chemistry,54
365,2020-12,Maths,79
366,2022-09,Accounts,75
367,2022-07,Chemistry,79
368,2022-02,Maths,82
369,2020-08,Accounts,95
370,2020-01,Chemistry,89
371,2020-05,Physics,77
372,2022-01,English,51
373,2022-05,Maths,80
374,2020-05,Chemistry,60
375,2021-12,Chemistry,49
376,2021-12,Accounts,98
377,2021-11,Accounts,68
378,2021-12,Computers,79
379,2021-08,Maths,75
380,2022-11,Accounts,86
381,2022-05,Maths,58
382,2022-10,Maths,55
383,2021-09,Accounts,58
384,2022-08,Maths,78
385,2020-02,Maths,42
386,2022-11,Maths,70
387,2022-05,English,47
388,2020-05,English,74
389,2020-06,Chemistry,86
390,2022-05,Physics,71
391,2022-03,Computers,99
392,2020-07,English,44
393,2021-06,Chemistry,59
394,2020-05,Accounts,92
395,2021-05,Chemistry,45
396,2020-04,English,74
397,2021-10,English,99
398,2021-02,English,68
399,2020-07,Accounts,69
400,2022-12,Physics,58
401,2020-09,Computers,46
402,2020-09,English,80
403,2022-05,Computers,88
404,2022-02,English,70
405,2020-02,English,90
406,2020-05,Computers,50
407,2022-03,Chemistry,77
408,2022-05,Chemistry,80
409,2020-03,Accounts,76
410,2021-12,Computers,64
411,2020-07,English,67
412,2020-05,Accounts,56
413,2020-05,Chemistry,67
414,2022-01,Physics,81
415,2020-02,Chemistry,68
416,2022-04,Computers,74
417,2021-07,Chemistry,93
418,2022-11,Chemistry,81
419,2020-07,English,56
420,2022-10,Accounts,51
421,2022-11,Maths,98
422,2021-11,Physics,95
423,2021-09,English,70
424,2022-09,Computers,85
425,2020-05,Chemistry,67
426,2022-04,English,53
427,2021-01,Chemistry,86
428,2020-11,English,95
